-182.212, 67.457, 2.381,  7.606
-182.202, 67.378, 2.388,  7.639
-182.193, 67.299, 2.395,  7.672
-182.184, 67.219, 2.402,  7.705
-182.175, 67.140, 2.410,  7.738
-182.167, 67.060, 2.417,  7.771
-182.158, 66.979, 2.424,  7.804
-182.149, 66.899, 2.432,  7.837
-182.140, 66.818, 2.439,  7.870
-182.131, 66.737, 2.446,  7.903
-182.122, 66.656, 2.454,  7.936
-182.113, 66.574, 2.461,  7.969
-182.105, 66.493, 2.468,  8.002
-182.096, 66.411, 2.476,  8.035
-182.087, 66.328, 2.483,  8.068
-182.078, 66.246, 2.491,  8.101
-182.070, 66.163, 2.498,  8.134
-182.061, 66.080, 2.506,  8.167
-182.053, 65.997, 2.513,  8.200
-182.044, 65.913, 2.521,  8.233
-182.036, 65.829, 2.529,  8.266
-182.027, 65.745, 2.536,  8.299
-182.019, 65.661, 2.544,  8.332
-182.010, 65.576, 2.552,  8.365
-182.002, 65.492, 2.559,  8.398
-181.994, 65.407, 2.567,  8.431
-181.985, 65.321, 2.575,  8.464
-181.977, 65.236, 2.583,  8.497
-181.969, 65.150, 2.590,  8.530
-181.961, 65.063, 2.598,  8.563
-181.952, 64.977, 2.606,  8.596
-181.944, 64.890, 2.614,  8.629
-181.936, 64.803, 2.622,  8.662
-181.928, 64.716, 2.630,  8.695
-181.920, 64.629, 2.638,  8.728
-181.912, 64.541, 2.646,  8.761
-181.904, 64.453, 2.654,  8.794
-181.896, 64.365, 2.662,  8.827
-181.889, 64.276, 2.670,  8.860
-181.881, 64.187, 2.678,  8.893
-181.873, 64.098, 2.686,  8.926
-181.865, 64.009, 2.694,  8.959
-181.858, 63.919, 2.702,  8.992
-181.850, 63.829, 2.710,  9.025
-181.843, 63.739, 2.718,  9.058
-181.835, 63.648, 2.726,  9.091
-181.828, 63.557, 2.735,  9.124
-181.820, 63.466, 2.743,  9.157
-181.813, 63.375, 2.752,  9.190
-181.805, 63.283, 2.760,  9.223
-181.798, 63.191, 2.768,  9.256
-181.791, 63.099, 2.777,  9.289
-181.784, 63.007, 2.786,  9.322
-181.777, 62.914, 2.794,  9.355
-181.770, 62.821, 2.803,  9.388
-181.762, 62.727, 2.811,  9.421
-181.755, 62.634, 2.820,  9.454
-181.749, 62.540, 2.828,  9.487
-181.742, 62.445, 2.837,  9.520
-181.735, 62.351, 2.846,  9.553
-181.728, 62.256, 2.854,  9.586
-181.721, 62.161, 2.863,  9.619
-181.715, 62.066, 2.872,  9.652
-181.708, 61.970, 2.881,  9.685
-181.701, 61.874, 2.889,  9.718
-181.695, 61.777, 2.898,  9.751
-181.688, 61.681, 2.907,  9.784
-181.682, 61.584, 2.916,  9.817
-181.676, 61.487, 2.925,  9.850
-181.669, 61.389, 2.934,  9.883
-181.663, 61.291, 2.943,  9.916
-181.657, 61.193, 2.952,  9.949
-181.651, 61.095, 2.961,  9.982
-181.644, 60.996, 2.970, 10.015
-181.638, 60.897, 2.979, 10.048
-181.632, 60.798, 2.988, 10.081
-181.626, 60.698, 2.998, 10.114
-181.621, 60.598, 3.007, 10.147
-181.615, 60.498, 3.016, 10.180
-181.609, 60.397, 3.025, 10.213
-181.603, 60.296, 3.035, 10.246
-181.598, 60.195, 3.044, 10.279
-181.592, 60.093, 3.053, 10.312
-181.587, 59.991, 3.063, 10.345
-181.581, 59.889, 3.072, 10.378
-181.576, 59.787, 3.082, 10.411
-181.570, 59.684, 3.091, 10.444
-181.565, 59.581, 3.101, 10.477
-181.560, 59.477, 3.110, 10.510
-181.554, 59.374, 3.120, 10.543
-181.549, 59.269, 3.129, 10.576
-181.544, 59.165, 3.139, 10.609
-181.539, 59.060, 3.149, 10.642
-181.534, 58.955, 3.158, 10.675
-181.529, 58.850, 3.168, 10.708
-181.524, 58.744, 3.178, 10.741
-181.520, 58.638, 3.188, 10.774
-181.515, 58.531, 3.198, 10.807
-181.510, 58.425, 3.208, 10.840
-181.506, 58.318, 3.217, 10.873
-181.501, 58.210, 3.227, 10.906
-181.496, 58.102, 3.237, 10.939
-181.492, 57.994, 3.247, 10.972
-181.488, 57.886, 3.257, 11.005
-181.483, 57.777, 3.267, 11.038
-181.479, 57.668, 3.278, 11.071
-181.475, 57.559, 3.288, 11.104
-181.471, 57.449, 3.298, 11.137
-181.467, 57.339, 3.308, 11.170
-181.463, 57.228, 3.318, 11.203
-181.459, 57.118, 3.328, 11.236
-181.455, 57.006, 3.339, 11.269
-181.451, 56.895, 3.349, 11.302
-181.447, 56.783, 3.360, 11.335
-181.443, 56.671, 3.370, 11.368
-181.439, 56.558, 3.380, 11.401
-181.436, 56.445, 3.391, 11.434
-181.432, 56.332, 3.402, 11.467
-181.429, 56.219, 3.412, 11.500
-181.425, 56.105, 3.423, 11.533
-181.422, 55.990, 3.433, 11.566
-181.419, 55.876, 3.444, 11.599
-181.415, 55.761, 3.455, 11.632
-181.412, 55.645, 3.466, 11.665
-181.409, 55.529, 3.477, 11.698
-181.406, 55.413, 3.487, 11.731
-181.403, 55.297, 3.498, 11.764
-181.400, 55.180, 3.509, 11.797
-181.397, 55.063, 3.520, 11.830
-181.394, 54.945, 3.531, 11.863
-181.391, 54.827, 3.542, 11.896
-181.388, 54.709, 3.553, 11.929
-181.385, 54.590, 3.564, 11.962
-181.383, 54.471, 3.575, 11.995
-181.380, 54.352, 3.586, 12.028
-181.378, 54.232, 3.598, 12.061
-181.375, 54.112, 3.609, 12.094
-181.373, 53.991, 3.620, 12.127
-181.370, 53.870, 3.631, 12.160
-181.368, 53.749, 3.643, 12.193
-181.366, 53.627, 3.654, 12.226
-181.363, 53.505, 3.666, 12.259
-181.361, 53.383, 3.677, 12.292
-181.359, 53.260, 3.688, 12.325
-181.357, 53.137, 3.700, 12.358
-181.355, 53.013, 3.711, 12.391
-181.353, 52.889, 3.723, 12.424
-181.351, 52.765, 3.735, 12.457
-181.349, 52.640, 3.746, 12.490
-181.347, 52.515, 3.758, 12.523
-181.345, 52.389, 3.770, 12.556
-181.344, 52.263, 3.782, 12.589
-181.342, 52.137, 3.794, 12.622
-181.340, 52.010, 3.806, 12.655
-181.339, 51.883, 3.817, 12.688
-181.337, 51.755, 3.829, 12.721
-181.336, 51.627, 3.841, 12.754
-181.334, 51.499, 3.853, 12.787
-181.333, 51.370, 3.866, 12.820
-181.332, 51.241, 3.878, 12.853
-181.330, 51.112, 3.890, 12.886
-181.329, 50.982, 3.902, 12.919
-181.328, 50.851, 3.914, 12.952
-181.327, 50.721, 3.926, 12.985
-181.326, 50.589, 3.938, 13.018
-181.324, 50.458, 3.951, 13.051
-181.323, 50.326, 3.963, 13.084
-181.322, 50.193, 3.975, 13.117
-181.321, 50.061, 3.987, 13.150
-181.321, 49.927, 3.999, 13.183
-181.320, 49.794, 4.011, 13.216
-181.319, 49.660, 4.024, 13.249
-181.318, 49.525, 4.036, 13.282
-181.317, 49.390, 4.048, 13.315
-181.317, 49.255, 4.061, 13.348
-181.316, 49.120, 4.073, 13.381
-181.315, 48.983, 4.085, 13.414
-181.315, 48.847, 4.098, 13.447
-181.314, 48.710, 4.111, 13.480
-181.314, 48.573, 4.123, 13.513
-181.313, 48.435, 4.136, 13.546
-181.313, 48.297, 4.149, 13.579
-181.312, 48.158, 4.162, 13.612
-181.312, 48.019, 4.175, 13.645
-181.312, 47.880, 4.187, 13.678
-181.311, 47.740, 4.200, 13.711
-181.311, 47.599, 4.213, 13.744
-181.311, 47.459, 4.226, 13.777
-181.311, 47.317, 4.240, 13.810
-181.311, 47.176, 4.253, 13.843
-181.311, 47.034, 4.266, 13.876
-181.310, 46.891, 4.279, 13.909
-181.310, 46.748, 4.292, 13.942
-181.310, 46.605, 4.305, 13.975
-181.310, 46.461, 4.318, 14.008
-181.310, 46.317, 4.332, 14.041
-181.310, 46.172, 4.345, 14.074
-181.310, 46.027, 4.358, 14.107
-181.311, 45.881, 4.372, 14.140
-181.311, 45.735, 4.385, 14.173
-181.311, 45.588, 4.399, 14.206
-181.311, 45.441, 4.412, 14.239
-181.311, 45.294, 4.426, 14.272
-181.311, 45.146, 4.440, 14.305
-181.312, 44.998, 4.454, 14.338
-181.312, 44.849, 4.467, 14.371
-181.312, 44.700, 4.481, 14.404
-181.313, 44.550, 4.495, 14.437
-181.313, 44.400, 4.509, 14.470
-181.313, 44.249, 4.523, 14.503
-181.314, 44.098, 4.537, 14.536
-181.314, 43.947, 4.551, 14.569
-181.315, 43.794, 4.565, 14.602
-181.315, 43.642, 4.579, 14.635
-181.315, 43.489, 4.593, 14.668
-181.316, 43.335, 4.608, 14.701
-181.316, 43.181, 4.622, 14.734
-181.317, 43.027, 4.636, 14.767
-181.317, 42.872, 4.651, 14.800
-181.318, 42.717, 4.665, 14.833
-181.319, 42.561, 4.680, 14.866
-181.319, 42.405, 4.694, 14.899
-181.320, 42.248, 4.709, 14.932
-181.320, 42.090, 4.723, 14.965
-181.321, 41.933, 4.738, 14.998
-181.322, 41.774, 4.753, 15.031
-181.322, 41.615, 4.767, 15.064
-181.323, 41.456, 4.782, 15.097
-181.324, 41.296, 4.797, 15.130
-181.324, 41.136, 4.812, 15.163
-181.325, 40.975, 4.827, 15.196
-181.326, 40.814, 4.842, 15.229
-181.326, 40.652, 4.857, 15.262
-181.327, 40.490, 4.872, 15.295
-181.328, 40.327, 4.887, 15.328
-181.328, 40.164, 4.902, 15.361
-181.329, 40.000, 4.918, 15.394
-181.330, 39.836, 4.933, 15.427
-181.331, 39.671, 4.948, 15.460
-181.331, 39.506, 4.964, 15.493
-181.332, 39.340, 4.979, 15.526
-181.333, 39.173, 4.995, 15.559
-181.334, 39.007, 5.010, 15.592
-181.334, 38.839, 5.026, 15.625
-181.335, 38.671, 5.042, 15.658
-181.336, 38.503, 5.058, 15.691
-181.337, 38.334, 5.073, 15.724
-181.338, 38.164, 5.089, 15.757
-181.338, 37.994, 5.104, 15.790
-181.339, 37.824, 5.110, 15.823
-181.340, 37.654, 5.095, 15.856
-181.341, 37.485, 5.077, 15.889
-181.341, 37.317, 5.064, 15.922
-181.342, 37.148, 5.057, 15.955
-181.343, 36.980, 5.055, 15.988
-181.344, 36.811, 5.059, 16.021
-181.344, 36.642, 5.070, 16.054
-181.345, 36.473, 5.086, 16.087
-181.346, 36.303, 5.109, 16.120
-181.347, 36.131, 5.138, 16.153
-181.347, 35.959, 5.171, 16.186
-181.348, 35.786, 5.208, 16.219
-181.349, 35.611, 5.247, 16.252
-181.350, 35.435, 5.288, 16.285
-181.350, 35.257, 5.328, 16.318
-181.351, 35.078, 5.368, 16.351
-181.352, 34.898, 5.405, 16.384
-181.352, 34.717, 5.439, 16.417
-181.353, 34.535, 5.469, 16.450
-181.354, 34.352, 5.496, 16.483
-181.355, 34.168, 5.518, 16.516
-181.355, 33.984, 5.537, 16.549
-181.356, 33.799, 5.552, 16.582
-181.357, 33.614, 5.565, 16.615
-181.357, 33.428, 5.575, 16.648
-181.358, 33.243, 5.583, 16.681
-181.359, 33.056, 5.590, 16.714
-181.359, 32.870, 5.596, 16.747
-181.360, 32.684, 5.602, 16.780
-181.361, 32.497, 5.609, 16.813
-181.361, 32.310, 5.616, 16.846
-181.362, 32.123, 5.625, 16.879
-181.363, 31.935, 5.635, 16.912
-181.363, 31.747, 5.647, 16.945
-181.364, 31.558, 5.661, 16.978
-181.364, 31.369, 5.677, 17.011
-181.365, 31.180, 5.695, 17.044
-181.365, 30.989, 5.714, 17.077
-181.366, 30.798, 5.736, 17.110
-181.367, 30.606, 5.758, 17.143
-181.367, 30.414, 5.782, 17.176
-181.368, 30.220, 5.807, 17.209
-181.368, 30.026, 5.831, 17.242
-181.369, 29.831, 5.857, 17.275
-181.369, 29.635, 5.881, 17.308
-181.370, 29.439, 5.906, 17.341
-181.370, 29.241, 5.929, 17.374
-181.370, 29.043, 5.952, 17.407
-181.371, 28.844, 5.973, 17.440
-181.371, 28.645, 5.994, 17.473
-181.372, 28.444, 6.013, 17.506
-181.372, 28.244, 6.032, 17.539
-181.372, 28.042, 6.050, 17.572
-181.373, 27.840, 6.067, 17.605
-181.373, 27.638, 6.083, 17.638
-181.373, 27.435, 6.100, 17.671
-181.374, 27.231, 6.116, 17.704
-181.374, 27.027, 6.132, 17.737
-181.374, 26.822, 6.148, 17.770
-181.375, 26.617, 6.165, 17.803
-181.375, 26.411, 6.183, 17.836
-181.375, 26.204, 6.200, 17.869
-181.375, 25.997, 6.219, 17.902
-181.376, 25.790, 6.238, 17.935
-181.376, 25.581, 6.258, 17.968
-181.376, 25.372, 6.278, 18.001
-181.376, 25.162, 6.299, 18.034
-181.376, 24.952, 6.321, 18.067
-181.377, 24.741, 6.343, 18.100
-181.377, 24.529, 6.365, 18.133
-181.377, 24.316, 6.387, 18.166
-181.377, 24.103, 6.409, 18.199
-181.377, 23.888, 6.432, 18.232
-181.377, 23.674, 6.454, 18.265
-181.377, 23.458, 6.476, 18.298
-181.377, 23.242, 6.497, 18.331
-181.377, 23.025, 6.519, 18.364
-181.377, 22.807, 6.540, 18.397
-181.377, 22.588, 6.561, 18.430
-181.377, 22.369, 6.581, 18.463
-181.377, 22.149, 6.602, 18.496
-181.377, 21.929, 6.622, 18.529
-181.377, 21.708, 6.642, 18.562
-181.377, 21.486, 6.663, 18.595
-181.377, 21.263, 6.683, 18.628
-181.377, 21.040, 6.704, 18.661
-181.377, 20.816, 6.724, 18.694
-181.377, 20.592, 6.745, 18.727
-181.377, 20.366, 6.767, 18.760
-181.377, 20.140, 6.788, 18.793
-181.377, 19.913, 6.810, 18.826
-181.376, 19.686, 6.831, 18.859
-181.376, 19.458, 6.853, 18.892
-181.376, 19.229, 6.875, 18.925
-181.376, 18.999, 6.897, 18.958
-181.376, 18.769, 6.919, 18.991
-181.375, 18.538, 6.941, 19.024
-181.375, 18.306, 6.963, 19.057
-181.375, 18.073, 6.985, 19.090
-181.375, 17.840, 7.008, 19.123
-181.374, 17.606, 7.030, 19.156
-181.374, 17.371, 7.053, 19.189
-181.374, 17.135, 7.075, 19.222
-181.374, 16.899, 7.098, 19.255
-181.373, 16.662, 7.120, 19.288
-181.373, 16.424, 7.143, 19.321
-181.373, 16.185, 7.166, 19.354
-181.372, 15.946, 7.189, 19.387
-181.372, 15.706, 7.212, 19.420
-181.371, 15.465, 7.235, 19.453
-181.371, 15.223, 7.258, 19.486
-181.371, 14.981, 7.281, 19.519
-181.370, 14.737, 7.304, 19.552
-181.370, 14.493, 7.327, 19.585
-181.369, 14.248, 7.351, 19.618
-181.369, 14.003, 7.374, 19.651
-181.369, 13.756, 7.398, 19.684
-181.368, 13.509, 7.421, 19.717
-181.368, 13.261, 7.445, 19.750
-181.367, 13.013, 7.469, 19.783
-181.367, 12.763, 7.493, 19.816
-181.366, 12.513, 7.517, 19.849
-181.366, 12.262, 7.541, 19.882
-181.365, 12.010, 7.565, 19.915
-181.365, 11.757, 7.589, 19.948
-181.364, 11.503, 7.613, 19.981
-181.364, 11.249, 7.637, 20.014
-181.363, 10.994, 7.661, 20.047
-181.362, 10.738, 7.685, 20.080
-181.362, 10.481, 7.709, 20.113
-181.361, 10.223, 7.734, 20.146
-181.361, 9.965, 7.758, 20.179
-181.360, 9.706, 7.783, 20.212
-181.360, 9.446, 7.808, 20.245
-181.359, 9.185, 7.832, 20.278
-181.358, 8.923, 7.857, 20.311
-181.358, 8.661, 7.882, 20.344
-181.357, 8.397, 7.908, 20.377
-181.356, 8.133, 7.933, 20.410
-181.356, 7.868, 7.958, 20.443
-181.355, 7.602, 7.984, 20.476
-181.354, 7.335, 8.010, 20.509
-181.354, 7.068, 8.035, 20.542
-181.353, 6.799, 8.061, 20.575
-181.352, 6.530, 8.087, 20.608
-181.352, 6.259, 8.113, 20.641
-181.351, 5.988, 8.139, 20.674
-181.350, 5.716, 8.165, 20.707
-181.350, 5.444, 8.192, 20.740
-181.349, 5.170, 8.218, 20.773
-181.348, 4.895, 8.244, 20.806
-181.347, 4.620, 8.271, 20.839
-181.347, 4.343, 8.297, 20.872
-181.346, 4.066, 8.324, 20.905
-181.345, 3.788, 8.351, 20.938
-181.344, 3.509, 8.377, 20.971
-181.343, 3.229, 8.404, 21.004
-181.343, 2.948, 8.431, 21.037
-181.342, 2.666, 8.458, 21.070
-181.341, 2.384, 8.485, 21.103
-181.340, 2.100, 8.513, 21.136
-181.339, 1.816, 8.540, 21.169
-181.339, 1.530, 8.568, 21.202
-181.338, 1.244, 8.595, 21.235
-181.337, 0.957, 8.623, 21.268
-181.336, 0.669, 8.651, 21.301
-181.335, 0.380, 8.679, 21.334
-181.334, 0.090, 8.707, 21.367
-181.334, -0.201, 8.735, 21.400
-181.333, -0.493, 8.763, 21.433
-181.332, -0.786, 8.791, 21.466
-181.331, -1.080, 8.819, 21.499
-181.330, -1.374, 8.848, 21.532
-181.329, -1.670, 8.876, 21.565
-181.328, -1.967, 8.905, 21.598
-181.327, -2.264, 8.934, 21.631
-181.327, -2.563, 8.962, 21.664
-181.326, -2.862, 8.991, 21.697
-181.325, -3.163, 9.020, 21.730
-181.324, -3.464, 9.049, 21.763
-181.323, -3.766, 9.079, 21.796
-181.322, -4.070, 9.108, 21.829
-181.321, -4.374, 9.137, 21.862
-181.320, -4.679, 9.167, 21.895
-181.319, -4.986, 9.196, 21.928
-181.318, -5.293, 9.226, 21.961
-181.317, -5.601, 9.256, 21.994
-181.316, -5.911, 9.286, 22.027
-181.315, -6.221, 9.316, 22.060
-181.314, -6.532, 9.346, 22.093
-181.313, -6.844, 9.376, 22.126
-181.312, -7.158, 9.407, 22.159
-181.311, -7.472, 9.437, 22.192
-181.310, -7.787, 9.468, 22.225
-181.309, -8.104, 9.498, 22.258
-181.308, -8.421, 9.529, 22.291
-181.307, -8.740, 9.560, 22.324
-181.306, -9.059, 9.591, 22.357
-181.305, -9.380, 9.622, 22.390
-181.304, -9.701, 9.653, 22.423
-181.303, -10.024, 9.684, 22.456
-181.302, -10.347, 9.715, 22.489
-181.300, -10.672, 9.747, 22.522
-181.299, -10.998, 9.779, 22.555
-181.298, -11.324, 9.810, 22.588
-181.297, -11.652, 9.842, 22.621
-181.296, -11.981, 9.874, 22.654
-181.295, -12.311, 9.906, 22.687
-181.294, -12.642, 9.938, 22.720
-181.293, -12.974, 9.970, 22.753
-181.291, -13.307, 10.002, 22.786
-181.290, -13.641, 10.035, 22.819
-181.289, -13.977, 10.067, 22.852
-181.288, -14.313, 10.100, 22.885
-181.287, -14.651, 10.133, 22.918
-181.285, -14.989, 10.166, 22.951
-181.284, -15.329, 10.199, 22.984
-181.283, -15.670, 10.232, 23.017
