311.888, 129.491, 3.562,  3.620 False
311.768, 129.491, 3.595,  3.653 False
311.648, 129.492, 3.629,  3.686 False
311.526, 129.492, 3.661,  3.719 False
311.403, 129.492, 3.694,  3.752 False
311.279, 129.492, 3.727,  3.785 False
311.154, 129.492, 3.760,  3.818 False
311.028, 129.492, 3.793,  3.851 False
310.901, 129.492, 3.826,  3.884 False
310.772, 129.492, 3.858,  3.917 False
310.643, 129.492, 3.890,  3.950 False
310.512, 129.492, 3.922,  3.983 False
310.381, 129.492, 3.953,  4.016 False
310.248, 129.492, 3.984,  4.049 False
310.115, 129.491, 4.014,  4.082 False
309.980, 129.491, 4.045,  4.115 False
309.845, 129.490, 4.076,  4.148 False
309.708, 129.490, 4.108,  4.181 False
309.570, 129.490, 4.139,  4.214 False
309.432, 129.490, 4.170,  4.247 False
309.292, 129.490, 4.201,  4.280 False
309.151, 129.490, 4.232,  4.313 False
309.009, 129.490, 4.263,  4.346 False
308.866, 129.490, 4.295,  4.379 False
308.722, 129.490, 4.326,  4.412 False
308.577, 129.489, 4.357,  4.445 False
308.431, 129.489, 4.389,  4.478 False
308.284, 129.489, 4.420,  4.511 False
308.136, 129.489, 4.451,  4.544 False
307.987, 129.489, 4.482,  4.577 False
307.837, 129.489, 4.513,  4.610 False
307.686, 129.489, 4.543,  4.643 False
307.533, 129.489, 4.574,  4.676 False
307.380, 129.489, 4.605,  4.709 False
307.226, 129.489, 4.636,  4.742 False
307.071, 129.488, 4.666,  4.775 False
306.914, 129.488, 4.697,  4.808 False
306.757, 129.488, 4.727,  4.841 False
306.599, 129.490, 4.756,  4.874 False
306.439, 129.492, 4.786,  4.907 False
306.279, 129.495, 4.818,  4.940 False
306.118, 129.498, 4.849,  4.973 False
305.955, 129.502, 4.879,  5.006 False
305.792, 129.505, 4.910,  5.039 False
305.628, 129.509, 4.941,  5.072 False
305.462, 129.514, 4.972,  5.105 False
305.296, 129.519, 5.003,  5.138 False
305.128, 129.524, 5.033,  5.171 False
304.960, 129.530, 5.064,  5.204 False
304.790, 129.535, 5.095,  5.237 False
304.620, 129.542, 5.124,  5.270 False
304.448, 129.548, 5.152,  5.303 False
304.276, 129.556, 5.172,  5.336 False
304.104, 129.564, 5.172,  5.369 False
303.932, 129.572, 5.165,  5.402 False
303.761, 129.580, 5.164,  5.435 False
303.589, 129.587, 5.175,  5.468 False
303.416, 129.595, 5.194,  5.501 False
303.242, 129.602, 5.221,  5.534 False
303.068, 129.610, 5.252,  5.567 False
302.892, 129.618, 5.289,  5.600 False
302.715, 129.627, 5.328,  5.633 False
302.536, 129.635, 5.369,  5.666 False
302.356, 129.643, 5.410,  5.699 False
302.175, 129.651, 5.452,  5.732 False
301.992, 129.659, 5.493,  5.765 False
301.808, 129.668, 5.535,  5.798 False
301.622, 129.678, 5.575,  5.831 False
301.436, 129.687, 5.615,  5.864 False
301.248, 129.696, 5.654,  5.897 False
301.059, 129.706, 5.692,  5.930 False
300.868, 129.717, 5.729,  5.963 False
300.676, 129.728, 5.766,  5.996 False
300.484, 129.740, 5.802,  6.029 False
300.290, 129.750, 5.838,  6.062 False
300.094, 129.761, 5.873,  6.095 False
299.898, 129.772, 5.908,  6.128 False
299.701, 129.783, 5.942,  6.161 False
299.502, 129.794, 5.976,  6.194 False
299.302, 129.806, 6.010,  6.227 False
299.101, 129.817, 6.044,  6.260 False
298.899, 129.828, 6.077,  6.293 False
298.696, 129.840, 6.111,  6.326 False
298.492, 129.852, 6.143,  6.359 False
298.287, 129.864, 6.176,  6.392 False
298.081, 129.875, 6.208,  6.425 False
297.873, 129.888, 6.241,  6.458 False
297.665, 129.900, 6.273,  6.491 False
297.455, 129.912, 6.305,  6.524 False
297.245, 129.924, 6.337,  6.557 False
297.033, 129.937, 6.369,  6.590 False
296.820, 129.949, 6.400,  6.623 False
296.607, 129.962, 6.432,  6.656 False
296.392, 129.974, 6.463,  6.689 False
296.176, 129.987, 6.495,  6.722 False
295.959, 130.000, 6.526,  6.755 False
295.741, 130.013, 6.558,  6.788 False
295.522, 130.026, 6.588,  6.821 False
295.302, 130.039, 6.620,  6.854 False
295.081, 130.052, 6.650,  6.887 False
294.859, 130.065, 6.682,  6.920 False
294.636, 130.079, 6.712,  6.953 False
294.412, 130.092, 6.743,  6.986 False
294.187, 130.105, 6.772,  7.019 False
293.961, 130.119, 6.803,  7.052 False
293.734, 130.133, 6.833,  7.085 False
293.506, 130.148, 6.863,  7.118 False
293.277, 130.164, 6.892,  7.151 False
293.047, 130.178, 6.923,  7.184 False
292.815, 130.193, 6.952,  7.217 False
292.583, 130.208, 6.983,  7.250 False
292.350, 130.222, 7.011,  7.283 False
292.116, 130.237, 7.041,  7.316 False
291.882, 130.252, 7.069,  7.349 False
291.646, 130.267, 7.099,  7.382 False
291.409, 130.282, 7.127,  7.415 False
291.171, 130.298, 7.156,  7.448 False
290.932, 130.314, 7.185,  7.481 False
290.693, 130.330, 7.215,  7.514 False
290.452, 130.346, 7.244,  7.547 False
290.210, 130.361, 7.274,  7.580 False
289.968, 130.376, 7.302,  7.613 False
289.724, 130.392, 7.333,  7.646 False
289.479, 130.407, 7.361,  7.679 False
289.234, 130.423, 7.391,  7.712 False
288.987, 130.438, 7.420,  7.745 False
288.739, 130.454, 7.449,  7.778 False
288.491, 130.469, 7.478,  7.811 False
288.241, 130.484, 7.507,  7.844 False
287.991, 130.500, 7.535,  7.877 False
287.740, 130.515, 7.565,  7.910 False
287.487, 130.531, 7.593,  7.943 False
287.234, 130.546, 7.622,  7.976 False
286.979, 130.561, 7.650,  8.009 False
286.724, 130.577, 7.680,  8.042 False
286.468, 130.592, 7.709,  8.075 False
286.211, 130.608, 7.738,  8.108 False
285.953, 130.623, 7.767,  8.141 False
285.693, 130.638, 7.797,  8.174 False
285.433, 130.654, 7.825,  8.207 False
285.172, 130.669, 7.855,  8.240 False
284.910, 130.684, 7.884,  8.273 False
284.647, 130.698, 7.913,  8.306 False
284.383, 130.711, 7.941,  8.339 False
284.117, 130.724, 7.972,  8.372 False
283.851, 130.737, 8.001,  8.405 False
283.584, 130.750, 8.031,  8.438 False
283.316, 130.762, 8.060,  8.471 False
283.047, 130.773, 8.089,  8.504 False
282.777, 130.783, 8.117,  8.537 False
282.505, 130.791, 8.147,  8.570 False
282.233, 130.799, 8.176,  8.603 False
281.960, 130.805, 8.206,  8.636 False
281.686, 130.811, 8.232,  8.669 False
281.411, 130.818, 8.253,  8.702 False
281.136, 130.824, 8.269,  8.735 False
280.860, 130.831, 8.282,  8.768 False
280.584, 130.836, 8.293,  8.801 False
280.308, 130.842, 8.301,  8.834 False
280.031, 130.847, 8.308,  8.867 False
279.754, 130.852, 8.314,  8.900 False
279.477, 130.856, 8.320,  8.933 False
279.200, 130.861, 8.324,  8.966 False
278.922, 130.864, 8.327,  8.999 False
278.645, 130.867, 8.331,  9.032 False
278.367, 130.871, 8.334,  9.065 False
278.089, 130.874, 8.336,  9.098 False
277.812, 130.877, 8.339,  9.131 False
277.534, 130.879, 8.340,  9.164 False
277.256, 130.881, 8.342,  9.197 False
276.978, 130.883, 8.344,  9.230 False
276.700, 130.885, 8.345,  9.263 False
276.421, 130.886, 8.346,  9.296 False
276.143, 130.888, 8.347,  9.329 False
275.865, 130.888, 8.347,  9.362 False
275.587, 130.888, 8.348,  9.395 False
275.309, 130.888, 8.349,  9.428 False
275.030, 130.888, 8.349,  9.461 False
274.752, 130.888, 8.350,  9.494 False
274.474, 130.887, 8.350,  9.527 False
274.195, 130.886, 8.350,  9.560 False
273.917, 130.885, 8.351,  9.593 False
273.639, 130.884, 8.351,  9.626 False
273.361, 130.883, 8.351,  9.659 False
273.082, 130.880, 8.351,  9.692 False
272.804, 130.878, 8.351,  9.725 False
272.526, 130.875, 8.351,  9.758 False
272.247, 130.872, 8.351,  9.791 False
271.969, 130.870, 8.351,  9.824 False
271.690, 130.867, 8.351,  9.857 False
271.412, 130.864, 8.351,  9.890 False
271.134, 130.860, 8.351,  9.923 False
270.856, 130.857, 8.350,  9.956 False
270.577, 130.853, 8.350,  9.989 False
270.299, 130.849, 8.350, 10.022 False
270.021, 130.845, 8.350, 10.055 False
269.742, 130.840, 8.350, 10.088 False
269.464, 130.836, 8.349, 10.121 False
269.186, 130.831, 8.349, 10.154 False
268.908, 130.826, 8.349, 10.187 False
268.629, 130.821, 8.349, 10.220 False
268.351, 130.816, 8.348, 10.253 False
268.073, 130.811, 8.348, 10.286 False
267.795, 130.805, 8.348, 10.319 False
267.516, 130.799, 8.348, 10.352 False
267.238, 130.793, 8.347, 10.385 False
266.960, 130.787, 8.347, 10.418 False
266.682, 130.780, 8.347, 10.451 False
266.404, 130.773, 8.347, 10.484 False
266.126, 130.767, 8.346, 10.517 False
265.848, 130.760, 8.346, 10.550 False
265.570, 130.752, 8.346, 10.583 False
265.291, 130.745, 8.345, 10.616 False
265.013, 130.737, 8.345, 10.649 False
264.735, 130.730, 8.345, 10.682 False
264.457, 130.722, 8.345, 10.715 False
264.179, 130.714, 8.345, 10.748 False
263.901, 130.706, 8.344, 10.781 False
263.623, 130.698, 8.344, 10.814 False
263.345, 130.690, 8.344, 10.847 False
263.067, 130.681, 8.344, 10.880 False
262.789, 130.672, 8.343, 10.913 False
262.511, 130.664, 8.343, 10.946 False
262.233, 130.655, 8.343, 10.979 False
261.955, 130.646, 8.343, 11.012 False
261.677, 130.637, 8.342, 11.045 False
261.399, 130.628, 8.342, 11.078 False
261.122, 130.618, 8.342, 11.111 False
260.844, 130.608, 8.341, 11.144 False
260.566, 130.598, 8.341, 11.177 False
260.288, 130.588, 8.341, 11.210 False
260.010, 130.578, 8.341, 11.243 False
259.732, 130.568, 8.341, 11.276 False
259.454, 130.557, 8.341, 11.309 False
259.177, 130.547, 8.341, 11.342 False
258.899, 130.537, 8.340, 11.375 False
258.621, 130.526, 8.340, 11.408 False
258.343, 130.516, 8.340, 11.441 False
258.065, 130.505, 8.340, 11.474 False
257.788, 130.495, 8.340, 11.507 False
257.510, 130.484, 8.340, 11.540 False
257.232, 130.473, 8.339, 11.573 False
256.954, 130.462, 8.339, 11.606 False
256.677, 130.451, 8.339, 11.639 False
256.399, 130.440, 8.339, 11.672 False
256.121, 130.429, 8.339, 11.705 False
255.843, 130.418, 8.339, 11.738 False
255.566, 130.407, 8.339, 11.771 False
255.288, 130.396, 8.338, 11.804 False
255.010, 130.384, 8.338, 11.837 False
254.732, 130.373, 8.338, 11.870 False
254.455, 130.362, 8.338, 11.903 False
254.177, 130.350, 8.338, 11.936 False
253.899, 130.339, 8.338, 11.969 False
253.622, 130.327, 8.338, 12.002 False
253.344, 130.316, 8.338, 12.035 False
253.066, 130.304, 8.337, 12.068 False
252.789, 130.293, 8.337, 12.101 False
252.511, 130.281, 8.337, 12.134 False
252.233, 130.270, 8.337, 12.167 False
251.956, 130.258, 8.337, 12.200 False
251.678, 130.247, 8.337, 12.233 False
251.400, 130.234, 8.337, 12.266 False
251.123, 130.222, 8.337, 12.299 False
250.845, 130.210, 8.337, 12.332 False
250.568, 130.198, 8.337, 12.365 False
250.290, 130.186, 8.336, 12.398 False
250.012, 130.174, 8.336, 12.431 False
249.735, 130.162, 8.336, 12.464 False
249.457, 130.151, 8.336, 12.497 False
249.179, 130.139, 8.336, 12.530 False
248.902, 130.127, 8.336, 12.563 False
248.624, 130.115, 8.336, 12.596 False
248.347, 130.103, 8.336, 12.629 False
248.069, 130.091, 8.336, 12.662 False
247.791, 130.079, 8.336, 12.695 False
247.514, 130.067, 8.336, 12.728 False
247.236, 130.055, 8.336, 12.761 False
246.959, 130.043, 8.336, 12.794 False
246.681, 130.032, 8.336, 12.827 False
246.403, 130.020, 8.335, 12.860 False
246.126, 130.008, 8.335, 12.893 False
245.848, 129.996, 8.335, 12.926 False
245.571, 129.984, 8.335, 12.959 False
245.293, 129.973, 8.335, 12.992 False
245.015, 129.961, 8.335, 13.025 False
244.738, 129.949, 8.335, 13.058 False
244.460, 129.938, 8.335, 13.091 False
244.183, 129.926, 8.335, 13.124 False
243.905, 129.915, 8.335, 13.157 False
243.628, 129.903, 8.335, 13.190 False
243.350, 129.892, 8.335, 13.223 False
243.072, 129.880, 8.335, 13.256 False
242.795, 129.869, 8.335, 13.289 False
242.517, 129.858, 8.335, 13.322 False
242.240, 129.846, 8.335, 13.355 False
241.962, 129.835, 8.335, 13.388 False
241.684, 129.824, 8.335, 13.421 False
241.407, 129.813, 8.335, 13.454 False
241.129, 129.802, 8.335, 13.487 False
240.852, 129.791, 8.334, 13.520 False
240.574, 129.780, 8.334, 13.553 False
240.297, 129.769, 8.334, 13.586 False
240.019, 129.758, 8.334, 13.619 False
239.741, 129.747, 8.334, 13.652 False
239.464, 129.736, 8.334, 13.685 False
239.186, 129.726, 8.334, 13.718 False
238.908, 129.715, 8.334, 13.751 False
238.631, 129.704, 8.334, 13.784 False
238.353, 129.694, 8.334, 13.817 False
238.076, 129.683, 8.334, 13.850 False
237.798, 129.673, 8.334, 13.883 False
237.520, 129.663, 8.334, 13.916 False
237.243, 129.652, 8.334, 13.949 False
236.965, 129.642, 8.334, 13.982 False
236.688, 129.632, 8.334, 14.015 False
236.410, 129.622, 8.334, 14.048 False
236.132, 129.612, 8.334, 14.081 False
235.855, 129.602, 8.334, 14.114 False
235.577, 129.592, 8.334, 14.147 False
235.299, 129.583, 8.334, 14.180 False
235.022, 129.573, 8.334, 14.213 False
234.744, 129.564, 8.334, 14.246 False
234.467, 129.554, 8.334, 14.279 False
234.189, 129.545, 8.334, 14.312 False
233.911, 129.535, 8.334, 14.345 False
233.634, 129.526, 8.334, 14.378 False
233.356, 129.517, 8.334, 14.411 False
233.078, 129.508, 8.334, 14.444 False
232.801, 129.499, 8.334, 14.477 False
232.523, 129.490, 8.334, 14.510 False
232.245, 129.482, 8.334, 14.543 False
231.968, 129.473, 8.334, 14.576 False
231.690, 129.465, 8.334, 14.609 False
231.412, 129.456, 8.334, 14.642 False
231.135, 129.448, 8.334, 14.675 False
230.857, 129.440, 8.334, 14.708 False
230.579, 129.432, 8.334, 14.741 False
230.302, 129.424, 8.334, 14.774 False
230.024, 129.416, 8.334, 14.807 False
229.746, 129.408, 8.334, 14.840 False
229.469, 129.400, 8.334, 14.873 False
229.191, 129.392, 8.334, 14.906 False
228.913, 129.384, 8.333, 14.939 False
228.636, 129.377, 8.333, 14.972 False
228.358, 129.369, 8.333, 15.005 False
228.080, 129.362, 8.333, 15.038 False
227.803, 129.355, 8.333, 15.071 False
227.525, 129.348, 8.333, 15.104 False
227.247, 129.340, 8.333, 15.137 False
226.970, 129.333, 8.333, 15.170 False
226.692, 129.327, 8.333, 15.203 False
226.414, 129.320, 8.333, 15.236 False
226.136, 129.313, 8.333, 15.269 False
225.859, 129.306, 8.333, 15.302 False
225.581, 129.300, 8.333, 15.335 False
225.303, 129.293, 8.333, 15.368 False
225.026, 129.287, 8.333, 15.401 False
224.748, 129.280, 8.333, 15.434 False
224.470, 129.274, 8.333, 15.467 False
224.193, 129.269, 8.333, 15.500 False
223.915, 129.263, 8.333, 15.533 False
223.637, 129.257, 8.333, 15.566 False
223.359, 129.252, 8.333, 15.599 False
223.082, 129.246, 8.333, 15.632 False
222.804, 129.241, 8.333, 15.665 False
222.526, 129.236, 8.333, 15.698 False
222.248, 129.231, 8.333, 15.731 False
221.971, 129.227, 8.333, 15.764 False
221.693, 129.222, 8.333, 15.797 False
221.415, 129.217, 8.333, 15.830 False
221.138, 129.213, 8.333, 15.863 False
220.860, 129.208, 8.333, 15.896 False
220.582, 129.204, 8.333, 15.929 False
220.304, 129.200, 8.333, 15.962 False
220.027, 129.196, 8.333, 15.995 False
219.749, 129.191, 8.333, 16.028 False
219.471, 129.187, 8.333, 16.061 False
219.193, 129.184, 8.333, 16.094 False
218.916, 129.181, 8.333, 16.127 False
218.638, 129.177, 8.333, 16.160 False
218.360, 129.174, 8.333, 16.193 False
218.082, 129.170, 8.333, 16.226 False
217.805, 129.167, 8.333, 16.259 False
217.527, 129.164, 8.333, 16.292 False
217.249, 129.161, 8.333, 16.325 False
216.971, 129.158, 8.333, 16.358 False
216.694, 129.155, 8.333, 16.391 False
216.416, 129.152, 8.333, 16.424 False
216.138, 129.149, 8.333, 16.457 False
215.860, 129.146, 8.333, 16.490 False
215.582, 129.144, 8.333, 16.523 False
215.305, 129.141, 8.333, 16.556 False
215.027, 129.139, 8.333, 16.589 False
214.749, 129.136, 8.333, 16.622 False
214.471, 129.134, 8.333, 16.655 False
214.194, 129.132, 8.333, 16.688 False
213.916, 129.129, 8.333, 16.721 False
213.638, 129.127, 8.333, 16.754 False
213.360, 129.125, 8.333, 16.787 False
213.082, 129.123, 8.333, 16.820 False
212.805, 129.121, 8.333, 16.853 False
212.527, 129.120, 8.333, 16.886 False
212.249, 129.118, 8.333, 16.919 False
211.971, 129.116, 8.333, 16.952 False
211.694, 129.115, 8.333, 16.985 False
211.416, 129.113, 8.333, 17.018 False
211.138, 129.112, 8.333, 17.051 False
210.860, 129.111, 8.333, 17.084 False
210.583, 129.109, 8.333, 17.117 False
210.305, 129.108, 8.333, 17.150 False
210.027, 129.107, 8.333, 17.183 False
209.749, 129.106, 8.333, 17.216 False
209.471, 129.105, 8.333, 17.249 False
209.194, 129.104, 8.333, 17.282 False
208.916, 129.103, 8.333, 17.315 False
208.638, 129.103, 8.333, 17.348 False
208.360, 129.102, 8.333, 17.381 False
208.083, 129.101, 8.333, 17.414 False
207.805, 129.101, 8.333, 17.447 False
207.527, 129.100, 8.333, 17.480 False
207.249, 129.100, 8.333, 17.513 False
206.971, 129.100, 8.333, 17.546 False
206.694, 129.099, 8.333, 17.579 False
206.416, 129.099, 8.333, 17.612 False
206.138, 129.099, 8.333, 17.645 False
205.860, 129.099, 8.333, 17.678 False
205.583, 129.099, 8.333, 17.711 False
205.305, 129.099, 8.333, 17.744 False
205.027, 129.099, 8.333, 17.777 False
204.749, 129.099, 8.333, 17.810 False
204.471, 129.100, 8.333, 17.843 False
204.194, 129.100, 8.333, 17.876 False
203.916, 129.100, 8.333, 17.909 False
203.638, 129.101, 8.333, 17.942 False
203.360, 129.101, 8.333, 17.975 False
203.083, 129.102, 8.333, 18.008 False
202.805, 129.102, 8.333, 18.041 False
202.527, 129.103, 8.333, 18.074 False
202.249, 129.104, 8.333, 18.107 False
201.971, 129.104, 8.333, 18.140 False
201.694, 129.105, 8.333, 18.173 False
201.416, 129.106, 8.333, 18.206 False
201.138, 129.107, 8.333, 18.239 False
200.860, 129.108, 8.333, 18.272 False
200.583, 129.109, 8.333, 18.305 False
200.305, 129.110, 8.333, 18.338 False
200.027, 129.111, 8.333, 18.371 False
199.749, 129.112, 8.333, 18.404 False
199.472, 129.114, 8.333, 18.437 False
199.194, 129.115, 8.333, 18.470 False
198.916, 129.116, 8.333, 18.503 False
198.638, 129.118, 8.333, 18.536 False
198.360, 129.119, 8.333, 18.569 False
198.083, 129.121, 8.333, 18.602 False
197.805, 129.122, 8.333, 18.635 False
197.527, 129.124, 8.333, 18.668 False
197.249, 129.125, 8.333, 18.701 False
196.972, 129.127, 8.333, 18.734 False
196.694, 129.129, 8.333, 18.767 False
196.416, 129.131, 8.333, 18.800 False
196.138, 129.132, 8.333, 18.833 False
195.860, 129.134, 8.333, 18.866 False
195.583, 129.136, 8.333, 18.899 False
195.305, 129.138, 8.333, 18.932 False
195.027, 129.140, 8.333, 18.965 False
194.749, 129.142, 8.333, 18.998 False
194.472, 129.144, 8.333, 19.031 False
194.194, 129.146, 8.333, 19.064 False
193.916, 129.148, 8.333, 19.097 False
193.638, 129.151, 8.333, 19.130 False
193.361, 129.153, 8.333, 19.163 False
193.083, 129.155, 8.333, 19.196 False
192.805, 129.158, 8.333, 19.229 False
192.527, 129.160, 8.333, 19.262 False
192.249, 129.162, 8.333, 19.295 False
191.972, 129.165, 8.333, 19.328 False
191.694, 129.167, 8.333, 19.361 False
191.416, 129.169, 8.333, 19.394 False
191.138, 129.172, 8.333, 19.427 False
190.861, 129.174, 8.333, 19.460 False
190.583, 129.177, 8.333, 19.493 False
190.305, 129.180, 8.333, 19.526 False
190.027, 129.182, 8.333, 19.559 False
189.749, 129.185, 8.333, 19.592 False
189.472, 129.188, 8.333, 19.625 False
189.194, 129.190, 8.333, 19.658 False
188.916, 129.193, 8.333, 19.691 False
188.638, 129.196, 8.333, 19.724 False
188.361, 129.198, 8.333, 19.757 False
188.083, 129.202, 8.333, 19.790 False
187.805, 129.205, 8.333, 19.823 False
187.527, 129.208, 8.333, 19.856 False
187.250, 129.211, 8.333, 19.889 False
186.972, 129.214, 8.333, 19.922 False
186.694, 129.218, 8.333, 19.955 False
186.416, 129.221, 8.333, 19.988 False
186.139, 129.224, 8.333, 20.021 False
185.861, 129.227, 8.333, 20.054 False
185.583, 129.230, 8.333, 20.087 False
185.306, 129.234, 8.333, 20.120 False
185.028, 129.237, 8.333, 20.153 False
184.750, 129.240, 8.333, 20.186 False
184.472, 129.243, 8.333, 20.219 False
184.195, 129.247, 8.333, 20.252 False
183.917, 129.250, 8.333, 20.285 False
183.639, 129.253, 8.333, 20.318 False
183.361, 129.256, 8.333, 20.351 False
183.084, 129.260, 8.333, 20.384 False
182.806, 129.263, 8.333, 20.417 False
182.528, 129.266, 8.333, 20.450 False
182.250, 129.270, 8.333, 20.483 False
181.973, 129.273, 8.333, 20.516 False
181.695, 129.276, 8.333, 20.549 False
181.417, 129.280, 8.333, 20.582 False
181.140, 129.283, 8.333, 20.615 False
180.862, 129.287, 8.333, 20.648 False
180.584, 129.290, 8.333, 20.681 False
180.306, 129.293, 8.333, 20.714 False
180.029, 129.297, 8.333, 20.747 False
179.751, 129.300, 8.333, 20.780 False
179.473, 129.303, 8.333, 20.813 False
179.195, 129.307, 8.333, 20.846 False
178.918, 129.310, 8.333, 20.879 False
178.640, 129.313, 8.333, 20.912 False
178.362, 129.317, 8.333, 20.945 False
178.084, 129.320, 8.333, 20.978 False
177.807, 129.323, 8.333, 21.011 False
177.529, 129.327, 8.333, 21.044 False
177.251, 129.330, 8.333, 21.077 False
176.973, 129.334, 8.333, 21.110 False
176.696, 129.337, 8.333, 21.143 False
176.418, 129.340, 8.333, 21.176 False
176.140, 129.344, 8.333, 21.209 False
175.863, 129.347, 8.333, 21.242 False
175.585, 129.350, 8.333, 21.275 False
175.307, 129.353, 8.332, 21.308 False
175.030, 129.357, 8.326, 21.341 False
174.752, 129.360, 8.311, 21.374 False
174.476, 129.363, 8.292, 21.407 False
174.200, 129.367, 8.269, 21.440 False
173.925, 129.370, 8.245, 21.473 False
173.652, 129.373, 8.219, 21.506 False
173.378, 129.376, 8.194, 21.539 False
173.106, 129.379, 8.166, 21.572 False
172.835, 129.382, 8.140, 21.605 False
172.564, 129.385, 8.112, 21.638 False
172.295, 129.389, 8.085, 21.671 False
172.026, 129.392, 8.057, 21.704 False
171.758, 129.395, 8.030, 21.737 False
171.491, 129.398, 8.001, 21.770 False
171.225, 129.401, 7.974, 21.803 False
170.960, 129.404, 7.944, 21.836 False
170.696, 129.407, 7.917, 21.869 False
170.433, 129.410, 7.887, 21.902 False
170.171, 129.412, 7.859, 21.935 False
